District.ID,Year,Annual.Rainfall
Lahul and Spiti,1927,6912.79
Kullu,1927,6477.03
Mandi,1927,4557.35
Hamirpur,1927,3560.62
Una,1927,2735.2
Solan,1927,3131.67
Sirmaur,1927,3491.57
Shimla,1927,5382.91
Kinnaur,1927,7339.74
Gurdaspur,1927,3614.62
Amritsar,1927,3303.64
Kapurthala,1927,2425.27
Jalandhar,1927,2301.22
Hoshiarpur,1927,2708.01
Nawan Shehar,1927,2447.6
Rupnagar,1927,2621.75
Fatehgarh Sahib,1927,2234.36
Ludhiana,1927,2045.16
Moga,1927,1971.36
Firozpur,1927,2210.84
Muktsar,1927,2038.01
Faridkot,1927,2042.4
Bathinda,1927,2014.99
Mansa,1927,2097.35
Sangrur,1927,2113.49
Patiala,1927,2419.71
Chandigarh,1927,2651
Uttarkashi,1927,7075.7
Chamoli,1927,7346.36
Rudra Prayag,1927,7047.28
Tehri Garhwal,1927,5484.7
Dehra Dun,1927,3872.66
Pauri Garhwal,1927,4298.82
Pithoragarh,1927,8617.45
Bageshwar,1927,6823.62
Almora,1927,4980.08
Champawat,1927,4660.68
Naini Tal,1927,4091.19
Udham Singh Nagar,1927,3910.19
Haridwar,1927,3289.71
Panchkula,1927,2876.13
Ambala,1927,2688.85
Yamuna Nagar,1927,2767.2
Kurukshetra,1927,2541.05
Kaithal,1927,2371.52
Karnal,1927,2467.51
Panipat,1927,2461.18
Sonepat,1927,2532.02
Jind,1927,2419.33
Fatehabad,1927,2205.27
Sirsa,1927,2077.24
Hisar,1927,2375.59
Bhiwani,1927,2551.62
Rohtak,1927,2567.78
Jhajjar,1927,2639.13
Mahendragarh,1927,2930.59
Rewari,1927,2921.27
Gurgaon,1927,3279.65
Faridabad,1927,3325.51
Delhi,1927,2819.98
Ganganagar,1927,2034.31
Hanumangarh,1927,2160.61
Bikaner,1927,1915.25
Churu,1927,2363.81
Jhunjhunun,1927,2685.23
Alwar,1927,3649.57
Bharatpur,1927,3981.08
Dhaulpur,1927,4193.42
Karauli,1927,3952.09
Sawai Madhopur,1927,3769.04
Dausa,1927,3595.34
Jaipur,1927,3589.72
Sikar,1927,2991.76
Nagaur,1927,2799.22
Jodhpur,1927,2263.83
Jaisalmer,1927,1670.96
Barmer,1927,2147.34
Jalor,1927,2553
Sirohi,1927,3368.19
Pali,1927,3275.56
Ajmer,1927,3654.3
Tonk,1927,3836.71
Bundi,1927,4152.06
Bhilwara,1927,3974.92
Rajsamand,1927,4147.64
Udaipur,1927,4150.09
Dungarpur,1927,4059.5
Banswara,1927,4241.11
Chittaurgarh,1927,4380.56
Kota,1927,4358.78
Baran,1927,4388.82
Jhalawar,1927,4711.5
Saharanpur,1927,2866.44
Muzaffarnagar,1927,2872.47
Bijnor,1927,3503.77
Moradabad,1927,3479.75
Rampur,1927,3626.08
Jyotiba Phule Nagar,1927,3356.23
Meerut,1927,3080.25
Baghpat,1927,2697.41
Ghaziabad,1927,3064.2
Gautam Buddha Nagar,1927,3279.25
Bulandshahr,1927,3285.41
Aligarh,1927,3508.26
Hathras,1927,3720.42
Mathura,1927,3705.17
Agra,1927,4065.42
Firozabad,1927,3924.32
Etah,1927,3745.28
Mainpuri,1927,3790.31
Badaun,1927,3690.48
Bareilly,1927,3887.75
Pilibhit,1927,4191.63
Shahjahanpur,1927,3985.82
Lakhimpur Kheri,1927,4380.71
Sitapur,1927,4369.11
Hardoi,1927,3943.21
Unnao,1927,4140.16
Lucknow,1927,4400.99
Rae Bareli,1927,4773.85
Farrukhabad,1927,3740.02
Kannauj,1927,3807.88
Etawah,1927,4031.01
Auraiya,1927,4038.64
Kanpur Dehat,1927,4396.51
Kanpur,1927,4480.35
Jalaun,1927,4652.89
Jhansi,1927,4806.07
Lalitpur,1927,4584.84
Hamirpur,1927,5126.53
Mahoba,1927,5251.09
Banda,1927,5679.42
Chitrakoot,1927,6018.38
Fatehpur,1927,5186.65
Pratapgarh,1927,5044.96
Kaushambi,1927,5659.54
Allahabad,1927,5620.53
Bara Banki,1927,4684.66
Faizabad,1927,4656.38
Ambedkar Nagar,1927,4803.34
Sultanpur,1927,4812.03
Bahraich,1927,4856.9
Shravasti,1927,5007.43
Balrampur,1927,5076.05
Gonda,1927,4843.51
Siddharth Nagar,1927,5079.54
Basti,1927,4588.55
Sant Kabir Nagar,1927,4752.75
Maharajganj,1927,5070.21
Gorakhpur,1927,4830.3
Kushinagar,1927,4774.49
Deoria,1927,4728.77
Azamgarh,1927,5053.94
Mau,1927,4990.14
Ballia,1927,4845.28
Jaunpur,1927,5107.85
Ghazipur,1927,5213.65
Chandauli,1927,5824.51
Varanasi,1927,5721.47
Sant Ravi Das Nagar,1927,5797.84
Mirzapur,1927,5968.73
Sonbhadra,1927,6476.41
Pashchim Champaran,1927,4840.76
Purba Champaran,1927,4721.2
Sheohar,1927,4884.93
Sitamarhi,1927,4890.12
Madhubani,1927,4985.84
Supaul,1927,4925.55
Araria,1927,5421.52
Kishanganj,1927,6308.52
Purnia,1927,5623.28
Katihar,1927,5978.4
Madhepura,1927,4988.61
Saharsa,1927,4929.02
Darbhanga,1927,5029.86
Muzaffarpur,1927,4994.36
Gopalganj,1927,4618.61
Siwan,1927,4582.71
Saran,1927,5037.3
Vaishali,1927,5223
Samastipur,1927,5101.51
Begusarai,1927,5222.68
Khagaria,1927,5107.58
Bhagalpur,1927,5611.49
Banka,1927,6099.37
Munger,1927,5389.42
Lakhisarai,1927,5398.2
Sheikhpura,1927,5532.62
Nalanda,1927,5594.41
Patna,1927,5453.83
Bhojpur,1927,5330.66
Buxar,1927,5282.63
Bhabua,1927,5858.46
Rohtas,1927,5768.2
Jehanabad,1927,5603.87
Aurangabad,1927,5874.35
Gaya,1927,6176.33
Nawada,1927,6033.21
Jamui,1927,6030.31
North Sikkim,1927,9972.36
West Sikkim,1927,7904.18
South Sikkim,1927,7707.87
East,1927,8250.83
Tawang,1927,8863.58
West Kameng,1927,8331.57
East Kameng,1927,8532.74
Lower Subansiri,1927,9192.11
Upper Subansiri,1927,9782.38
West Siang,1927,10847.11
East Siang,1927,12040.6
Upper Dibang Valley,1927,12102.67
Lohit,1927,11837.03
Changlang,1927,11941.1
Tirap,1927,10960.06
Mon,1927,9762.85
Tuensang,1927,10021.76
Mokokchung,1927,8984.96
Zunheboto,1927,9480.44
Wokha,1927,8644.38
Kohima,1927,10298.31
Phek,1927,10003.74
Senapati,1927,10565.62
Tamenglong,1927,11495.65
Churachandpur,1927,10601.25
Bishnupur,1927,10796.19
Thoubal,1927,10726.08
West Imphal,1927,11692
East Imphal,1927,10701.49
Ukhrul,1927,10354.21
Chandel,1927,11117.38
Mamit,1927,10347.45
Kolasib,1927,10822.31
Aizawl,1927,10508.99
Champhai,1927,10570.11
Lunglei,1927,10722.17
Lawngtlai,1927,11467.81
Saiha,1927,11723
West Tripura,1927,9391.9
South Tripura,1927,9573.55
Dhalai,1927,9735.04
North Tripura,1927,10303.44
West Garo Hills,1927,8353.24
East Garo Hills,1927,9043.1
West Khasi Hills,1927,9963.03
East Khasi Hills,1927,11061.46
Jaintia Hills,1927,11603.33
Kokrajhar,1927,9236.42
Dhuburi,1927,8526.82
Goalpara,1927,9131.98
Barpeta,1927,9458.4
Kamrup,1927,10405.6
Nalbari,1927,9584.96
Darrang,1927,9454.65
Nagaon,1927,10234.57
Sonitpur,1927,7750.85
Lakhimpur,1927,9156.59
Dhemaji,1927,10881.66
Tinsukia,1927,11287.73
Dibrugarh,1927,10425.82
Sibsagar,1927,9574.62
Jorhat,1927,8517.31
Golaghat,1927,8238.08
Karbi Anglong,1927,9766.5
North Cachar Hills,1927,12072.63
Cachar,1927,11550.18
Karimganj,1927,10837.91
Hailakandi,1927,11126.21
Darjiling,1927,7510.84
Jalpaiguri,1927,8429.37
Kochbihar,1927,8062.54
Uttar Dinajpur,1927,6593.86
Dakshin Dinajpur,1927,6604.53
Maldah,1927,6535.35
Murshidabad,1927,6587.16
Birbhum,1927,6680.17
Barddhaman,1927,6716.43
Nadia,1927,6623.71
North 24 Parganas,1927,6459.35
Hugli,1927,6688.72
Bankura,1927,6923.43
Puruliya,1927,6710.13
East Midnapore,1927,6836.14
Haora,1927,6456.31
Kolkata,1927,6461.48
South 24 Parganas,1927,5066.22
Garhwa,1927,6506.6
Palamu,1927,7015.83
Chatra,1927,6911.15
Hazaribag,1927,7106.94
Koderma,1927,6487.63
Giridih,1927,6474.34
Deoghar,1927,6677.77
Godda,1927,6153.14
Sahibganj,1927,6429.06
Pakur,1927,6549
Dumka,1927,6633.3
Dhanbad,1927,6810.8
Bokaro,1927,6961
Ranchi,1927,7150.54
Lohardaga,1927,7505.41
Gumla,1927,7183.85
Pashchim Singhbhum,1927,6790.24
Purba Singhbhum,1927,6766.61
Baragarh,1927,6636.64
Jharsuguda,1927,6634.4
Sambalpur,1927,6649.89
Deogarh,1927,6581.64
Sundargarh,1927,6780.13
Keonjhar,1927,6434.43
Mayurbhanj,1927,6776.4
Baleshwar,1927,6652.16
Bhadrak,1927,6568.41
Kendrapara,1927,6426.81
Jagatsinghpur,1927,5919.19
Cuttack,1927,6004.48
Jajpur,1927,6532.64
Dhenkanal,1927,6251.27
Angul,1927,6634.46
Nayagarh,1927,6129.94
Khordha,1927,5761.22
Puri,1927,5275.17
Ganjam,1927,6264.96
Gajapati,1927,5895.69
Kandhamal,1927,6723.45
Boudh,1927,6676.09
Sonepur,1927,6523.55
Bolangir,1927,6800.48
Nuapada,1927,7421.33
Kalahandi,1927,7453.42
Rayagada,1927,7265.25
Nabarangpur,1927,8167.58
Koraput,1927,7785.13
Malkangiri,1927,6939.19
Koriya,1927,7050.92
Surguja,1927,6676
Jashpur,1927,6694.31
Raigarh,1927,6394.97
Korba,1927,6421.66
Janjgir-Champa,1927,6392.71
Bilaspur,1927,3153
Kawardha,1927,6601.41
Raj Nandgaon,1927,6750.2
Durg,1927,6507.52
Raipur,1927,6683.77
Mahasamund,1927,6568.05
Dhamtari,1927,7219.06
Kanker,1927,7234.51
Bastar,1927,7622.74
Dantewada,1927,6672.83
Sheopur,1927,4172.32
Morena,1927,4321.49
Bhind,1927,4421.94
Gwalior,1927,4577.52
Datia,1927,4647.4
Shivpuri,1927,4664.94
Guna,1927,4633.34
Tikamgarh,1927,4847.46
Chhatarpur,1927,5319.42
Panna,1927,5718.27
Sagar,1927,4955.57
Damoh,1927,5596.94
Satna,1927,6018.01
Rewa,1927,5970.8
Umaria,1927,6583.47
Shahdol,1927,6907.97
Sidhi,1927,6562.02
Neemuch,1927,4475.74
Mandsaur,1927,4788.38
Ratlam,1927,4761.41
Ujjain,1927,4949.71
Shajapur,1927,4838.67
Dewas,1927,4391.58
Jhabua,1927,4197.65
Dhar,1927,4271.31
Indore,1927,4335.87
West Nimar,1927,3925.98
Barwani,1927,3660.37
East Nimar,1927,4189.07
Rajgarh,1927,4594.79
Vidisha,1927,4761.58
Bhopal,1927,4522.34
Sehore,1927,4425.18
Raisen,1927,5173.66
Betul,1927,5096.6
Harda,1927,4472.46
Hoshangabad,1927,5291.75
Katni,1927,6259.58
Jabalpur,1927,6302.79
Narsinghpur,1927,5963.46
Dindori,1927,6866.92
Mandla,1927,6718.42
Chhindwara,1927,5899.94
Seoni,1927,6248.97
Balaghat,1927,6672.91
Kachchh,1927,2119.76
Banas Kantha,1927,2381.92
Patan,1927,2438.39
Mahesana,1927,3057.88
Sabar Kantha,1927,3687.27
Gandhinagar,1927,3399
Ahmadabad,1927,3025.36
Surendranagar,1927,3113.2
Rajkot,1927,3765.95
Jamnagar,1927,2706.11
Porbandar,1927,303.63
Junagadh,1927,2503
Amreli,1927,3459.84
Bhavnagar,1927,3856.01
Anand,1927,3657.87
Kheda,1927,3653.56
Panch Mahals,1927,4006.36
Dahod,1927,4020.36
Vadodara,1927,4137.74
Narmada,1927,4405.26
Bharuch,1927,4594.41
Surat,1927,4089.07
The Dangs,1927,5132.41
Navsari,1927,3785.18
Valsad,1927,4337.47
Junagadh,1927,0
Daman,1927,0
Dadra and Nagar Haveli,1927,5517.74
Nandurbar,1927,4091.48
Dhule,1927,3909.12
Jalgaon,1927,3934.09
Buldana,1927,4332.45
Akola,1927,4457.36
Washim,1927,4516.53
Amravati,1927,4552.24
Wardha,1927,5105.28
Nagpur,1927,5628.03
Bhandara,1927,6357.51
Gondiya,1927,6782.34
Garhchiroli,1927,6477.33
Chandrapur,1927,5624.05
Yavatmal,1927,4860.2
Nanded,1927,4563.53
Hingoli,1927,4372.26
Parbhani,1927,4169.28
Jalna,1927,4044.83
Aurangabad,1927,4148.45
Nashik,1927,5485.2
Thane,1927,5058.26
Greater Bombay,1927,0
Mumbai,1927,0
Raigarh,1927,3689.86
Pune,1927,7313.37
Ahmednagar,1927,5083.82
Bid,1927,3753.45
Latur,1927,4301.99
Osmanabad,1927,3860.78
Solapur,1927,4142.52
Satara,1927,7573.1
Ratnagiri,1927,3319.12
Sindhudurg,1927,1282.28
Kolhapur,1927,7793.35
Sangli,1927,6465.38
Adilabad,1927,5369.1
Nizamabad,1927,4905.44
Karimnagar,1927,5567.28
Medak,1927,5123.65
Hyderabad,1927,5146.99
Rangareddi,1927,4922.54
Mahbubnagar,1927,4237.02
Nalgonda,1927,4424.56
Warangal,1927,4926.79
Khammam,1927,5110.44
Srikakulam,1927,5400.66
Vizianagaram,1927,6886.74
Vishakhapatnam,1927,6791.33
East Godavari,1927,6000.39
West Godavari,1927,5325.32
Krishna,1927,4496.1
Guntur,1927,4397.12
Prakasam,1927,4431.76
Nellore,1927,4469.43
Cuddapah,1927,4086.04
Kurnool,1927,3595.78
Anantapur,1927,3739.66
Chittoor,1927,4212.11
Belgaum,1927,7858.51
Bagalkot,1927,5809.43
Bijapur,1927,4457.15
Gulbarga,1927,3953.15
Bidar,1927,4518.47
Raichur,1927,3579.58
Koppal,1927,4823.69
Gadag,1927,7065.96
Dharwad,1927,9034.65
Uttar Kannand,1927,4121.64
Haveri,1927,8868.95
Bellary,1927,4467.24
Chitradurga,1927,5164.68
Davanagere,1927,7397.84
Shimoga,1927,8274.99
Udupi,1927,1626.69
Chikmagalur,1927,8898.05
Tumkur,1927,4934.18
Kolar,1927,4029.68
Bangalore Urban,1927,4218.44
Bangalore Rural,1927,4210.27
Mandya,1927,6884.77
Hassan,1927,9115.89
Dakshin Kannad,1927,2668.84
Kodagu,1927,7485.84
Mysore,1927,9108.64
Chamrajnagar,1927,6740.38
North Goa,1927,1944.45
South Goa,1927,0
Kavaratti,1927,2.32
Kasaragod,1927,0
Kannur,1927,1205.6
Wayanad,1927,7858.51
Kozhikode,1927,920.71
Malappuram,1927,4223.7
Palakkad,1927,7222.82
Thrissur,1927,1019.12
Ernakulam,1927,3114.86
Idukki,1927,9077.65
Kottayam,1927,5093.62
Alappuzha,1927,1.35
Pattanamtitta,1927,4351.9
Kollam,1927,2906.62
Thiruvananthapuram,1927,3597.31
Thiruvallur,1927,4443.76
Chennai,1927,4419.32
Kancheepuram,1927,4126.49
Vellore,1927,4093.9
Dharmapuri,1927,3956.62
Tiruvannamalai,1927,4177.48
Villupuram,1927,3905.57
Salem,1927,4039.19
Namakkal,1927,4495.15
Erode,1927,6209.84
Nilgiris,1927,9684.16
Coimbatore,1927,8981.71
Dindigul,1927,7021.32
Karur,1927,5453.14
Tiruchchirappalli,1927,4436.16
Perambalur,1927,4083.04
Ariyalur,1927,3979.7
Cuddalore,1927,3778.93
Nagapattinam,1927,4132.27
Thiruvarur,1927,5085.76
Thanjavur,1927,4062.91
Pudukkottai,1927,4011.7
Sivaganga,1927,4279.55
Madurai,1927,6603.99
Theni,1927,9728.95
Virudhunagar,1927,6916.18
Ramanathapuram,1927,5438.69
Thoothukudi,1927,5264.93
Tirunelveli Kattabo,1927,6832.34
Kanniyakumari,1927,476.52
Yanam,1927,6004
Puducherry,1927,3514.84
Mahe,1927,0
Karaikal,1927,4455.99
Andaman Islands,1927,974.96
Nicobar Islands,1927,0
Kupwara (Muzaffarabad),1928,7467.23
Baramula (Kashmir North),1928,7942.48
Srinagar,1928,6972.5
Bagdam,1928,7434.46
Pulwama,1928,6982.69
Anantnag (Kashmir South),1928,6667.46
Ladakh (Leh),1928,5773.49
Kargil,1928,5857.74
Doda,1928,5997.19
Udhampur,1928,5805.85
Punch,1928,8071.28
Rajauri,1928,7091.87
Jammu,1928,5850.62
Kathua,1928,4655.6
Chamba,1928,5550.11
Kangra,1928,4478.49
Lahul and Spiti,1928,7325.64
Kullu,1928,6976.41
Mandi,1928,4958.13
Hamirpur,1928,3952.82
Una,1928,3026.89
Solan,1928,3296.64
Sirmaur,1928,3459.1
Shimla,1928,5518.14
Kinnaur,1928,7527.45
Gurdaspur,1928,4001.03
Amritsar,1928,3768.28
Kapurthala,1928,2731.44
Jalandhar,1928,2574.82
Hoshiarpur,1928,2961.06
Nawan Shehar,1928,2652.08
Rupnagar,1928,2773.78
Fatehgarh Sahib,1928,2480.04
Ludhiana,1928,2378.17
Moga,1928,2456.36
Firozpur,1928,2631.32
Muktsar,1928,2445.87
Faridkot,1928,2466.8
Bathinda,1928,2441.48
Mansa,1928,2479.06
Sangrur,1928,2510.44
Patiala,1928,2596.53
Chandigarh,1928,2730
Uttarkashi,1928,6890.58
Chamoli,1928,6737.27
Rudra Prayag,1928,6617.85
Tehri Garhwal,1928,5104.54
Dehra Dun,1928,3619.48
Pauri Garhwal,1928,3851.5
Pithoragarh,1928,7692.52
Bageshwar,1928,6114.09
Almora,1928,4421.63
Champawat,1928,4197.99
Naini Tal,1928,3671.58
Udham Singh Nagar,1928,3530.48
Haridwar,1928,2978.77
Panchkula,1928,2945.05
Ambala,1928,2652.73
Yamuna Nagar,1928,2594.76
Kurukshetra,1928,2538.18
Kaithal,1928,2547.63
Karnal,1928,2409.14
Panipat,1928,2466.29
Sonepat,1928,2566.78
Jind,1928,2610.63
Fatehabad,1928,2535.21
Sirsa,1928,2427.8
Hisar,1928,2630.09
Bhiwani,1928,2771.28
Rohtak,1928,2694.75
Jhajjar,1928,2726.65
Mahendragarh,1928,3087.12
Rewari,1928,3058.52
Gurgaon,1928,3219.7
Faridabad,1928,3192.14
Delhi,1928,2825.87
Ganganagar,1928,2186.87
Hanumangarh,1928,2438.61
Bikaner,1928,1862.65
Churu,1928,2431.88
Jhunjhunun,1928,2762.08
Alwar,1928,3477.67
Bharatpur,1928,3659.03
Dhaulpur,1928,3735.89
Karauli,1928,3507.38
Sawai Madhopur,1928,3225.79
Dausa,1928,3226.06
Jaipur,1928,3245.43
Sikar,1928,2872.4
Nagaur,1928,2569.99
Jodhpur,1928,1913.12
Jaisalmer,1928,1325.64
Barmer,1928,1519.45
Jalor,1928,1873.15
Sirohi,1928,2515.75
Pali,1928,2809.51
Ajmer,1928,3165.18
Tonk,1928,3227.59
Bundi,1928,3434.77
Bhilwara,1928,3347.55
Rajsamand,1928,3488.95
Udaipur,1928,3383.74
Dungarpur,1928,3474.95
Banswara,1928,3662.68
Chittaurgarh,1928,3551.9
Kota,1928,3602.85
Baran,1928,3842.51
Jhalawar,1928,3950.58
Saharanpur,1928,2637.45
Muzaffarnagar,1928,2670.53
Bijnor,1928,3146.58
Moradabad,1928,3209.21
Rampur,1928,3328.25
Jyotiba Phule Nagar,1928,3117.71
Meerut,1928,2899.22
Baghpat,1928,2618.63
Ghaziabad,1928,2978.67
Gautam Buddha Nagar,1928,3148.45
Bulandshahr,1928,3149.59
Aligarh,1928,3347.7
Hathras,1928,3481.82
Mathura,1928,3487.66
Agra,1928,3650.03
Firozabad,1928,3491.67
Etah,1928,3451.31
Mainpuri,1928,3390.8
Badaun,1928,3447.9
Bareilly,1928,3539.25
Pilibhit,1928,3804.65
Shahjahanpur,1928,3650.21
Lakhimpur Kheri,1928,3910.16
Sitapur,1928,3800.33
Hardoi,1928,3571.92
Unnao,1928,3610.9
Lucknow,1928,3781.02
Rae Bareli,1928,4007.86
Farrukhabad,1928,3418.82
Kannauj,1928,3431.07
Etawah,1928,3548.8
Auraiya,1928,3549.78
Kanpur Dehat,1928,3738.19
Kanpur,1928,3749.29
Jalaun,1928,4027.62
Jhansi,1928,4327.44
Lalitpur,1928,4284.74
Hamirpur,1928,4403.44
Mahoba,1928,4654.21
Banda,1928,4860.17
Chitrakoot,1928,5123.23
Fatehpur,1928,4298.31
Pratapgarh,1928,4322.91
Kaushambi,1928,4712.96
Allahabad,1928,4828.05
Bara Banki,1928,3938.04
Faizabad,1928,3857.35
Ambedkar Nagar,1928,4127.13
Sultanpur,1928,4051.65
Bahraich,1928,4117.52
Shravasti,1928,4225.01
Balrampur,1928,4323.99
Gonda,1928,4031.31
Siddharth Nagar,1928,4420.04
Basti,1928,3879.78
Sant Kabir Nagar,1928,4177.46
Maharajganj,1928,4603.97
Gorakhpur,1928,4326.27
Kushinagar,1928,4450.34
Deoria,1928,4379.22
Azamgarh,1928,4451.25
Mau,1928,4517.98
Ballia,1928,4570.7
Jaunpur,1928,4450.46
Ghazipur,1928,4722.65
Chandauli,1928,5310.85
Varanasi,1928,5049.47
Sant Ravi Das Nagar,1928,5017.25
Mirzapur,1928,5321.86
Sonbhadra,1928,6041.26
Pashchim Champaran,1928,4648.64
Purba Champaran,1928,4695.13
Sheohar,1928,4913.21
Sitamarhi,1928,4981.66
Madhubani,1928,5190.17
Supaul,1928,5147.23
Araria,1928,5682.24
Kishanganj,1928,6548.26
Purnia,1928,6015.43
Katihar,1928,6395.32
Madhepura,1928,5305.97
Saharsa,1928,5230.34
Darbhanga,1928,5188.74
Muzaffarpur,1928,4993.09
Gopalganj,1928,4409.45
Siwan,1928,4375.4
Saran,1928,4918.92
Vaishali,1928,5236.76
Samastipur,1928,5255.76
Begusarai,1928,5449.8
Khagaria,1928,5418.32
Bhagalpur,1928,6017.92
Banka,1928,6576.83
Munger,1928,5717.32
Lakhisarai,1928,5632
Sheikhpura,1928,5615.4
Nalanda,1928,5612.64
Patna,1928,5432.62
Bhojpur,1928,5153.55
Buxar,1928,4975.65
Bhabua,1928,5432.18
Rohtas,1928,5454.23
Jehanabad,1928,5524.45
Aurangabad,1928,5732.65
Gaya,1928,6078.81
Nawada,1928,6059.95
Jamui,1928,6307.73
North Sikkim,1928,9470.94
West Sikkim,1928,7635.46
South Sikkim,1928,7454.25
East,1928,7908.21
Tawang,1928,8480.22
West Kameng,1928,7990.85
East Kameng,1928,8251.43
Lower Subansiri,1928,9088.04
Upper Subansiri,1928,9844.44
West Siang,1928,10912.86
East Siang,1928,12023.33
Upper Dibang Valley,1928,12045.08
Lohit,1928,11591.65
Changlang,1928,11605.85
Tirap,1928,10674.59
Mon,1928,9466.57
Tuensang,1928,9603.24
Mokokchung,1928,8691.25
Zunheboto,1928,9115.39
Wokha,1928,8354.55
Kohima,1928,9947.24
Phek,1928,9562.67
Senapati,1928,9973.23
Tamenglong,1928,11035.77
Churachandpur,1928,10153.95
Bishnupur,1928,10255.06
Thoubal,1928,10136.67
West Imphal,1928,11300
East Imphal,1928,10151.7
Ukhrul,1928,9635.15
Chandel,1928,10408.32
Mamit,1928,10484.79
Kolasib,1928,10724.93
Aizawl,1928,10583.66
Champhai,1928,10525.05
Lunglei,1928,11040.39
Lawngtlai,1928,11945.42
Saiha,1928,12004.82
West Tripura,1928,9711.96
South Tripura,1928,10104.14
Dhalai,1928,9938.19
North Tripura,1928,10346.1
West Garo Hills,1928,8038.01
East Garo Hills,1928,8507.34
West Khasi Hills,1928,9240.8
East Khasi Hills,1928,10180.48
Jaintia Hills,1928,10901.85
Kokrajhar,1928,8490.36
Dhuburi,1928,8083.87
Goalpara,1928,8410.01
Barpeta,1928,8479.29
Kamrup,1928,9367.42
Nalbari,1928,8544.9
Darrang,1928,8686.4
Nagaon,1928,9782.27
Sonitpur,1928,7461.92
Lakhimpur,1928,8991.8
Dhemaji,1928,10777.22
Tinsukia,1928,11090.02
Dibrugarh,1928,10306.11
Sibsagar,1928,9384.45
Jorhat,1928,8276.09
Golaghat,1928,7984
Karbi Anglong,1928,9419.37
North Cachar Hills,1928,11686.24
Cachar,1928,11211.65
Karimganj,1928,10569.1
Hailakandi,1928,10925.59
Darjiling,1928,7384.55
Jalpaiguri,1928,8099.11
Kochbihar,1928,7859.59
Uttar Dinajpur,1928,6872.85
Dakshin Dinajpur,1928,6869.91
Maldah,1928,6981.58
Murshidabad,1928,7147.65
Birbhum,1928,7298.75
Barddhaman,1928,7373.46
Nadia,1928,7233.58
North 24 Parganas,1928,7159.84
Hugli,1928,7452.67
Bankura,1928,7806.94
Puruliya,1928,7413.24
East Midnapore,1928,7922.96
Haora,1928,7281.88
Kolkata,1928,7178.32
South 24 Parganas,1928,5756.04
Garhwa,1928,6346.8
Palamu,1928,6943.28
Chatra,1928,6864.28
Hazaribag,1928,7290.21
Koderma,1928,6601.5
Giridih,1928,6753.05
Deoghar,1928,7176.29
Godda,1928,6697.26
Sahibganj,1928,6939.2
Pakur,1928,7134.81
Dumka,1928,7229.23
Dhanbad,1928,7370.4
Bokaro,1928,7391.79
Ranchi,1928,7435.62
Lohardaga,1928,7472.89
Gumla,1928,7160.37
Pashchim Singhbhum,1928,7391.5
Purba Singhbhum,1928,7709.81
Baragarh,1928,6557.29
Jharsuguda,1928,6634.05
Sambalpur,1928,6696
Deogarh,1928,6805.73
Sundargarh,1928,6884.54
Keonjhar,1928,7135.26
Mayurbhanj,1928,7803.02
Baleshwar,1928,7691.2
Bhadrak,1928,7453.36
Kendrapara,1928,7285.78
Jagatsinghpur,1928,6643.11
Cuttack,1928,6622.09
Jajpur,1928,7307.68
Dhenkanal,1928,6807.08
Angul,1928,7002.06
Nayagarh,1928,6504.37
Khordha,1928,6367.96
Puri,1928,5862.09
Ganjam,1928,6475.14
Gajapati,1928,6046.41
Kandhamal,1928,6800.38
Boudh,1928,6831.97
Sonepur,1928,6567.96
Bolangir,1928,6614.62
Nuapada,1928,7052.34
Kalahandi,1928,7202.17
Rayagada,1928,7216.31
Nabarangpur,1928,7759.12
Koraput,1928,7541.22
Malkangiri,1928,6471.19
Koriya,1928,6654.59
Surguja,1928,6513.17
Jashpur,1928,6670.52
Raigarh,1928,6273.24
Korba,1928,6173.23
Janjgir-Champa,1928,6210.53
Bilaspur,1928,3406.08
Kawardha,1928,6384.48
Raj Nandgaon,1928,6437.09
Durg,1928,6398.4
Raipur,1928,6471.1
Mahasamund,1928,6400.63
Dhamtari,1928,7057.07
Kanker,1928,6882.9
Bastar,1928,7258.4
Dantewada,1928,6085.48
Sheopur,1928,3616.09
Morena,1928,3941.47
Bhind,1928,3897.62
Gwalior,1928,4275.63
Datia,1928,4240.61
Shivpuri,1928,4408.57
Guna,1928,4381.29
Tikamgarh,1928,4423.8
Chhatarpur,1928,4785.29
Panna,1928,5060.53
Sagar,1928,4624.52
Damoh,1928,4969.17
Satna,1928,5331.89
Rewa,1928,5279.96
Umaria,1928,5988.92
Shahdol,1928,6443.92
Sidhi,1928,6006.52
Neemuch,1928,3562.71
Mandsaur,1928,3801.46
Ratlam,1928,3945.63
Ujjain,1928,4235.8
Shajapur,1928,4367.93
Dewas,1928,4340.99
Jhabua,1928,4229.63
Dhar,1928,4310.35
Indore,1928,4227.58
West Nimar,1928,4255.95
Barwani,1928,4086.38
East Nimar,1928,4544.17
Rajgarh,1928,4230.56
Vidisha,1928,4636.73
Bhopal,1928,4523.42
Sehore,1928,4553.57
Raisen,1928,5091.16
Betul,1928,5139.08
Harda,1928,4770.05
Hoshangabad,1928,5305.02
Katni,1928,5575.24
Jabalpur,1928,5585.3
Narsinghpur,1928,5389.59
Dindori,1928,6479.11
Mandla,1928,6192
Chhindwara,1928,5444.22
Seoni,1928,5524.69
Balaghat,1928,6078.62
Kachchh,1928,1444.02
Banas Kantha,1928,1692.71
Patan,1928,1773.12
