District.ID,Year,Annual.Rainfall
Kupwara (Muzaffarabad),1901,6337.21
Baramula (Kashmir North),1901,8163.36
Srinagar,1901,7074.23
Bagdam,1901,7808.58
Pulwama,1901,7104.09
Anantnag (Kashmir South),1901,6686.62
Ladakh (Leh),1901,5236.88
Kargil,1901,5397.19
Doda,1901,5696.28
Udhampur,1901,5854.41
Punch,1901,8449.51
Rajauri,1901,7548.26
Jammu,1901,5937.07
Kathua,1901,4491.1
Chamba,1901,5190.51
Kangra,1901,4188.21
Lahul and Spiti,1901,6641.92
Kullu,1901,6395.77
Mandi,1901,4582.09
Hamirpur,1901,3641.06
Una,1901,2811.77
Solan,1901,3124.92
Sirmaur,1901,3424.38
Shimla,1901,5277.89
Kinnaur,1901,7109.79
Gurdaspur,1901,3782.44
Amritsar,1901,3427.44
Kapurthala,1901,2515.04
Jalandhar,1901,2365.33
Hoshiarpur,1901,2717.87
Nawan Shehar,1901,2457.61
Rupnagar,1901,2636.85
Fatehgarh Sahib,1901,2283.01
Ludhiana,1901,2115.96
Moga,1901,1984.45
Firozpur,1901,2129.25
Muktsar,1901,1874.02
Faridkot,1901,1951.07
Bathinda,1901,1844.61
Mansa,1901,1931.6
Sangrur,1901,2036.03
Patiala,1901,2402.11
Chandigarh,1901,2657
Uttarkashi,1901,6840.16
Chamoli,1901,7091.23
Rudra Prayag,1901,6877.33
Tehri Garhwal,1901,5349.8
Dehra Dun,1901,3753.66
Pauri Garhwal,1901,4259.7
Pithoragarh,1901,8164.02
Bageshwar,1901,6615.13
Almora,1901,4889.09
Champawat,1901,4533.36
Naini Tal,1901,4012.64
Udham Singh Nagar,1901,3845.15
Haridwar,1901,3250.03
Panchkula,1901,2869.33
Ambala,1901,2657.22
Yamuna Nagar,1901,2735.69
Kurukshetra,1901,2518.94
Kaithal,1901,2342.57
Karnal,1901,2484.38
Panipat,1901,2458.99
Sonepat,1901,2504.2
Jind,1901,2322.08
Fatehabad,1901,2006.31
Sirsa,1901,1856.26
Hisar,1901,2175.36
Bhiwani,1901,2278.34
Rohtak,1901,2382.84
Jhajjar,1901,2455.14
Mahendragarh,1901,2518.11
Rewari,1901,2620.59
Gurgaon,1901,2924.39
Faridabad,1901,3015.16
Delhi,1901,2793.92
Ganganagar,1901,1772.34
Hanumangarh,1901,1815.29
Bikaner,1901,1387.63
Churu,1901,1808.41
Jhunjhunun,1901,2200.18
Alwar,1901,2916.04
Bharatpur,1901,3234.3
Dhaulpur,1901,3401.73
Karauli,1901,3126.82
Sawai Madhopur,1901,2922.11
Dausa,1901,2748.63
Jaipur,1901,2590.71
Sikar,1901,2245.35
Nagaur,1901,1925.3
Jodhpur,1901,1477.94
Jaisalmer,1901,1044.42
Barmer,1901,1302.09
Jalor,1901,1650.17
Sirohi,1901,2204.04
Pali,1901,2284.63
Ajmer,1901,2557.28
Tonk,1901,2813.54
Bundi,1901,3213.37
Bhilwara,1901,2877.58
Rajsamand,1901,2941.75
Udaipur,1901,2948.33
Dungarpur,1901,2944.75
Banswara,1901,3185.3
Chittaurgarh,1901,3208.12
Kota,1901,3547.78
Baran,1901,3808.27
Jhalawar,1901,3982.07
Saharanpur,1901,2862.38
Muzaffarnagar,1901,2937.2
Bijnor,1901,3507.33
Moradabad,1901,3542.9
Rampur,1901,3579.78
Jyotiba Phule Nagar,1901,3467.46
Meerut,1901,3158.28
Baghpat,1901,2746.53
Ghaziabad,1901,3125.2
Gautam Buddha Nagar,1901,3184.57
Bulandshahr,1901,3319.99
Aligarh,1901,3374.85
Hathras,1901,3399.71
Mathura,1901,3260.18
Agra,1901,3431.4
Firozabad,1901,3492.75
Etah,1901,3522.68
Mainpuri,1901,3357.11
Badaun,1901,3617.49
Bareilly,1901,3749.69
Pilibhit,1901,4052.68
Shahjahanpur,1901,3766.18
Lakhimpur Kheri,1901,4134.75
Sitapur,1901,4106.34
Hardoi,1901,3628.43
Unnao,1901,3706.31
Lucknow,1901,4069.56
Rae Bareli,1901,4445.89
Farrukhabad,1901,3407.25
Kannauj,1901,3327.48
Etawah,1901,3339.58
Auraiya,1901,3364.26
Kanpur Dehat,1901,3586.56
Kanpur,1901,3722.23
Jalaun,1901,3752.84
Jhansi,1901,4073.96
Lalitpur,1901,4161.05
Hamirpur,1901,4343.89
Mahoba,1901,4584.27
Banda,1901,4996.07
Chitrakoot,1901,5392.99
Fatehpur,1901,4562.9
Pratapgarh,1901,4753.3
Kaushambi,1901,5061.2
Allahabad,1901,5135.73
Bara Banki,1901,4379.87
Faizabad,1901,4347.6
Ambedkar Nagar,1901,4430.05
Sultanpur,1901,4566.37
Bahraich,1901,4537.04
Shravasti,1901,4639.71
Balrampur,1901,4649.93
Gonda,1901,4474.58
Siddharth Nagar,1901,4613.18
Basti,1901,4233.71
Sant Kabir Nagar,1901,4334.35
Maharajganj,1901,4602.58
Gorakhpur,1901,4382.24
Kushinagar,1901,4343.96
Deoria,1901,4282.57
Azamgarh,1901,4598.68
Mau,1901,4508.51
Ballia,1901,4343.82
Jaunpur,1901,4724.83
Ghazipur,1901,4689.85
Chandauli,1901,5218.7
Varanasi,1901,5146.88
Sant Ravi Das Nagar,1901,5217.66
Mirzapur,1901,5367.41
Sonbhadra,1901,5810.11
Pashchim Champaran,1901,4455.24
Purba Champaran,1901,4283.31
Sheohar,1901,4436.19
Sitamarhi,1901,4450.39
Madhubani,1901,4484.19
Supaul,1901,4386.41
Araria,1901,4848.63
Kishanganj,1901,5772.79
Purnia,1901,5064.12
Katihar,1901,5399.46
Madhepura,1901,4498.12
Saharsa,1901,4443.94
Darbhanga,1901,4509.23
Muzaffarpur,1901,4492.6
Gopalganj,1901,4170.71
Siwan,1901,4128.96
Saran,1901,4441.5
Vaishali,1901,4627.14
Samastipur,1901,4538.46
Begusarai,1901,4658.35
Khagaria,1901,4614.48
Bhagalpur,1901,5085.93
Banka,1901,5643.68
Munger,1901,4879.68
Lakhisarai,1901,4806.83
Sheikhpura,1901,4830.26
Nalanda,1901,4866.32
Patna,1901,4769.31
Bhojpur,1901,4678.01
Buxar,1901,4675.51
Bhabua,1901,5220.5
Rohtas,1901,5107.57
Jehanabad,1901,4878.61
Aurangabad,1901,5138.97
Gaya,1901,5327.43
Nawada,1901,5263.5
Jamui,1901,5428.12
North Sikkim,1901,9133.85
West Sikkim,1901,7218.45
South Sikkim,1901,7039.54
East,1901,7588.64
Tawang,1901,8072.65
West Kameng,1901,7492.41
East Kameng,1901,7620.86
Lower Subansiri,1901,8358.99
Upper Subansiri,1901,9077.29
West Siang,1901,10151.56
East Siang,1901,11176.72
Upper Dibang Valley,1901,11219.96
Lohit,1901,11005.13
Changlang,1901,11243.7
Tirap,1901,10268.22
Mon,1901,9013.41
Tuensang,1901,9217.65
Mokokchung,1901,8225.2
Zunheboto,1901,8730.3
Wokha,1901,7956.84
Kohima,1901,9696.9
Phek,1901,9292.7
Senapati,1901,10005.82
Tamenglong,1901,10982.81
Churachandpur,1901,10124.47
Bishnupur,1901,10271.75
Thoubal,1901,10184.93
West Imphal,1901,11242
East Imphal,1901,10170.07
Ukhrul,1901,9740.01
Chandel,1901,10518.71
Mamit,1901,10285.22
Kolasib,1901,10632.89
Aizawl,1901,10423.6
Champhai,1901,10336.56
Lunglei,1901,10767.39
Lawngtlai,1901,11597.21
Saiha,1901,11778.24
West Tripura,1901,9349.53
South Tripura,1901,9705.29
Dhalai,1901,9698.42
North Tripura,1901,10176.78
West Garo Hills,1901,7792.74
East Garo Hills,1901,8352.62
West Khasi Hills,1901,9279.22
East Khasi Hills,1901,10304.07
Jaintia Hills,1901,10923.54
Kokrajhar,1901,8478.53
Dhuburi,1901,7879.47
Goalpara,1901,8348.75
Barpeta,1901,8536.63
Kamrup,1901,9472.38
Nalbari,1901,8625.41
Darrang,1901,8581.19
Nagaon,1901,9407.94
Sonitpur,1901,7040.41
Lakhimpur,1901,8378.65
Dhemaji,1901,10061.85
Tinsukia,1901,10527.52
Dibrugarh,1901,9673.76
Sibsagar,1901,8827.12
Jorhat,1901,7790.23
Golaghat,1901,7575.39
Karbi Anglong,1901,9067.39
North Cachar Hills,1901,11446.02
Cachar,1901,11163.01
Karimganj,1901,10553.9
Hailakandi,1901,10865.51
Darjiling,1901,6902.78
Jalpaiguri,1901,7876.67
Kochbihar,1901,7545.02
Uttar Dinajpur,1901,6037.02
Dakshin Dinajpur,1901,6134
Maldah,1901,5987.28
Murshidabad,1901,6334.95
Birbhum,1901,6404.39
Barddhaman,1901,6569.18
Nadia,1901,6662.93
North 24 Parganas,1901,6819.87
Hugli,1901,6764.99
Bankura,1901,6760.49
Puruliya,1901,6388.88
East Midnapore,1901,7007.81
Haora,1901,6627.96
Kolkata,1901,6616.49
South 24 Parganas,1901,5382.52
Garhwa,1901,5828.5
Palamu,1901,6125.98
Chatra,1901,5926.4
Hazaribag,1901,6266.09
Koderma,1901,5696.65
Giridih,1901,5823.66
Deoghar,1901,6195.29
Godda,1901,5690.17
Sahibganj,1901,5908.16
Pakur,1901,6117
Dumka,1901,6249.49
Dhanbad,1901,6311.64
Bokaro,1901,6340.31
Ranchi,1901,6372.91
Lohardaga,1901,6388.26
Gumla,1901,6079.52
Pashchim Singhbhum,1901,6360.32
Purba Singhbhum,1901,6744.7
Baragarh,1901,5607.79
Jharsuguda,1901,5523.9
Sambalpur,1901,5570.92
Deogarh,1901,5658.11
Sundargarh,1901,5746.58
Keonjhar,1901,6107.51
Mayurbhanj,1901,6831.41
Baleshwar,1901,6871.53
Bhadrak,1901,6681.6
Kendrapara,1901,6580.33
Jagatsinghpur,1901,5970.37
Cuttack,1901,5829.26
Jajpur,1901,6468.4
Dhenkanal,1901,5873.42
Angul,1901,5858.01
Nayagarh,1901,5635.14
Khordha,1901,5604.31
Puri,1901,5095.68
Ganjam,1901,5631.97
Gajapati,1901,5286.8
Kandhamal,1901,5653.69
Boudh,1901,5630.84
Sonepur,1901,5439.74
Bolangir,1901,5647.66
Nuapada,1901,6259.3
Kalahandi,1901,6162.22
Rayagada,1901,6014.74
Nabarangpur,1901,6951.27
Koraput,1901,6543.55
Malkangiri,1901,6162.34
Koriya,1901,6483.59
Surguja,1901,5997.31
Jashpur,1901,5746.78
Raigarh,1901,5425.78
Korba,1901,5864.7
Janjgir-Champa,1901,5565.41
Bilaspur,1901,3156.81
Kawardha,1901,6209.77
Raj Nandgaon,1901,6462.6
Durg,1901,6154.1
Raipur,1901,5885.11
Mahasamund,1901,5679.49
Dhamtari,1901,6577.38
Kanker,1901,6802.77
Bastar,1901,6846.34
Dantewada,1901,5928.24
Sheopur,1901,3362.07
Morena,1901,3482.29
Bhind,1901,3522.03
Gwalior,1901,3642.16
Datia,1901,3754.85
Shivpuri,1901,3970.13
Guna,1901,4209.57
Tikamgarh,1901,4325.55
Chhatarpur,1901,4835.91
Panna,1901,5208.25
Sagar,1901,4508.38
Damoh,1901,5126.23
Satna,1901,5512.98
Rewa,1901,5459.62
Umaria,1901,6029.58
Shahdol,1901,6411.35
Sidhi,1901,5936.15
Neemuch,1901,3271.34
Mandsaur,1901,3639.47
Ratlam,1901,3558.98
Ujjain,1901,3978.17
Shajapur,1901,4274.95
Dewas,1901,4040.11
Jhabua,1901,3487.07
Dhar,1901,3611.62
Indore,1901,3753.99
West Nimar,1901,3564.25
Barwani,1901,3220.07
East Nimar,1901,4076.35
Rajgarh,1901,4228.82
Vidisha,1901,4426.89
Bhopal,1901,4304.25
Sehore,1901,4234.65
Raisen,1901,4837.76
Betul,1901,4894.52
Harda,1901,4377.99
Hoshangabad,1901,4982.53
Katni,1901,5677.53
Jabalpur,1901,5721.43
Narsinghpur,1901,5366.95
Dindori,1901,6376.92
Mandla,1901,6162.56
Chhindwara,1901,5376.99
Seoni,1901,5633.66
Balaghat,1901,6142.35
Kachchh,1901,1040.15
Banas Kantha,1901,1395.68
Patan,1901,1228.27
Mahesana,1901,1660.13
Sabar Kantha,1901,2345.04
Gandhinagar,1901,1986
Ahmadabad,1901,1680.27
Surendranagar,1901,1516.06
Rajkot,1901,1752.71
Jamnagar,1901,1270.36
Porbandar,1901,145.07
Junagadh,1901,1242.87
Amreli,1901,1791.64
Bhavnagar,1901,2311.15
Anand,1901,2277.05
Kheda,1901,2296.73
Panch Mahals,1901,2877.2
Dahod,1901,3113.5
Vadodara,1901,3018.83
Narmada,1901,3455.17
Bharuch,1901,3176.04
Surat,1901,3222.03
The Dangs,1901,4630.07
Navsari,1901,3040.11
Valsad,1901,3611.94
Junagadh,1901,0
Daman,1901,0
Dadra and Nagar Haveli,1901,4657.9
Nandurbar,1901,3455.28
Dhule,1901,3278.85
Jalgaon,1901,3363.95
Buldana,1901,4428.1
Akola,1901,4654.48
Washim,1901,4832.21
Amravati,1901,4566.98
Wardha,1901,4899.16
Nagpur,1901,5288.64
Bhandara,1901,6069.66
Gondiya,1901,6489.7
Garhchiroli,1901,6058.42
Chandrapur,1901,5523.37
Yavatmal,1901,5025.27
Nanded,1901,5008.64
Hingoli,1901,4775.92
Parbhani,1901,4440.93
Jalna,1901,3983.87
Aurangabad,1901,3816.09
Nashik,1901,4984.28
Thane,1901,4544.49
Greater Bombay,1901,0
Mumbai,1901,0
Raigarh,1901,3369.15
Pune,1901,6994.9
Ahmednagar,1901,4855.17
Bid,1901,3768.63
Latur,1901,4595.49
Osmanabad,1901,4002.81
Solapur,1901,4275.32
Satara,1901,7246.11
Ratnagiri,1901,3053.22
Sindhudurg,1901,1175.92
Kolhapur,1901,7159.69
Sangli,1901,6402.9
Adilabad,1901,5351.17
Nizamabad,1901,5239.03
Karimnagar,1901,5271.44
Medak,1901,5060.5
Hyderabad,1901,4726.96
Rangareddi,1901,4629.48
Mahbubnagar,1901,3928.83
Nalgonda,1901,3986.36
Warangal,1901,4363.64
Khammam,1901,4529.56
Srikakulam,1901,4895.79
Vizianagaram,1901,5918.67
Vishakhapatnam,1901,5941.96
East Godavari,1901,5484.01
West Godavari,1901,4937.53
Krishna,1901,4255.96
Guntur,1901,3996.2
Prakasam,1901,3880.94
Nellore,1901,4560.74
Cuddapah,1901,4049.2
Kurnool,1901,3414.44
Anantapur,1901,3940.3
Chittoor,1901,4558.73
Belgaum,1901,7569.27
Bagalkot,1901,5907.27
Bijapur,1901,4545.43
Gulbarga,1901,4091.5
Bidar,1901,4825.23
Raichur,1901,3711.15
Koppal,1901,5044.62
Gadag,1901,7089.82
Dharwad,1901,8787.05
Uttar Kannand,1901,4022.66
Haveri,1901,9254.93
Bellary,1901,4907.75
Chitradurga,1901,5823.87
Davanagere,1901,8112.91
Shimoga,1901,8567.67
Udupi,1901,1684.36
Chikmagalur,1901,9425.09
Tumkur,1901,5499.39
Kolar,1901,4267.93
Bangalore Urban,1901,4578.07
Bangalore Rural,1901,4654.75
Mandya,1901,7317.89
Hassan,1901,9643.7
Dakshin Kannad,1901,2716.3
Kodagu,1901,7417.11
Mysore,1901,9112.1
Chamrajnagar,1901,6899.69
North Goa,1901,1798.38
South Goa,1901,0
Kavaratti,1901,2.35
Kasaragod,1901,0
Kannur,1901,1189.01
Wayanad,1901,7469.53
Kozhikode,1901,940.95
Malappuram,1901,4333.94
Palakkad,1901,7473.08
Thrissur,1901,1138.61
Ernakulam,1901,3504.35
Idukki,1901,10175.04
Kottayam,1901,5803.36
Alappuzha,1901,1.52
Pattanamtitta,1901,4772.15
Kollam,1901,3196.19
Thiruvananthapuram,1901,3961.42
Thiruvallur,1901,4844.77
Chennai,1901,4939.65
Kancheepuram,1901,4489.19
Vellore,1901,4365.29
Dharmapuri,1901,4212.5
Tiruvannamalai,1901,4376.8
Villupuram,1901,4187.83
Salem,1901,4224.04
Namakkal,1901,4702.73
Erode,1901,6556.41
Nilgiris,1901,9580.44
Coimbatore,1901,9476.5
Dindigul,1901,7535.01
Karur,1901,5696.76
Tiruchchirappalli,1901,4584.69
Perambalur,1901,4235.66
Ariyalur,1901,4129.53
Cuddalore,1901,4069.01
Nagapattinam,1901,4251.2
Thiruvarur,1901,4771.44
Thanjavur,1901,4130.27
Pudukkottai,1901,4121.41
Sivaganga,1901,4517.43
Madurai,1901,7002.95
Theni,1901,10779.58
Virudhunagar,1901,7463
Ramanathapuram,1901,5712.14
Thoothukudi,1901,5963.02
Tirunelveli Kattabo,1901,7627.13
Kanniyakumari,1901,524.77
Yanam,1901,5709
Puducherry,1901,3907.31
Mahe,1901,0
Karaikal,1901,4389.7
Andaman Islands,1901,1104
Nicobar Islands,1901,0
Kupwara (Muzaffarabad),1902,7625.67
Baramula (Kashmir North),1902,7565.2
Srinagar,1902,7011.96
Bagdam,1902,7301.93
Pulwama,1902,6954.65
Anantnag (Kashmir South),1902,6648.73
Ladakh (Leh),1902,5862.22
Kargil,1902,6257.36
Doda,1902,6007.45
Udhampur,1902,5530.55
Punch,1902,7588.18
Rajauri,1902,6810.64
Jammu,1902,5484.28
Kathua,1902,4304.22
Chamba,1902,5178.03
Kangra,1902,4004.52
Lahul and Spiti,1902,6757.13
Kullu,1902,6286.01
Mandi,1902,4412.75
Hamirpur,1902,3485.9
Una,1902,2701.79
Solan,1902,3068.14
Sirmaur,1902,3337.09
Shimla,1902,5108.01
Kinnaur,1902,6946.43
Gurdaspur,1902,3523.36
Amritsar,1902,3055.23
Kapurthala,1902,2250.79
Jalandhar,1902,2157.28
Hoshiarpur,1902,2591.26
Nawan Shehar,1902,2378.69
Rupnagar,1902,2557.68
Fatehgarh Sahib,1902,2161.43
Ludhiana,1902,1929.74
Moga,1902,1761.32
Firozpur,1902,1900.05
Muktsar,1902,1731.24
Faridkot,1902,1772.98
Bathinda,1902,1753.87
Mansa,1902,1891.76
Sangrur,1902,1946.67
Patiala,1902,2337.7
Chandigarh,1902,2579
Uttarkashi,1902,6573.69
Chamoli,1902,6498.25
Rudra Prayag,1902,6394.22
Tehri Garhwal,1902,5023.45
Dehra Dun,1902,3532.03
Pauri Garhwal,1902,3783.75
Pithoragarh,1902,7516.12
Bageshwar,1902,5994.97
Almora,1902,4292.64
Champawat,1902,4005.56
Naini Tal,1902,3511.71
Udham Singh Nagar,1902,3424.98
Haridwar,1902,2994.15
Panchkula,1902,2808.28
Ambala,1902,2544.89
Yamuna Nagar,1902,2557.27
Kurukshetra,1902,2437.18
Kaithal,1902,2321.45
Karnal,1902,2434.56
Panipat,1902,2440.23
Sonepat,1902,2519.42
Jind,1902,2359.26
Fatehabad,1902,2019.69
Sirsa,1902,1791.37
Hisar,1902,2236.44
Bhiwani,1902,2406.22
Rohtak,1902,2499.88
Jhajjar,1902,2578.2
Mahendragarh,1902,2584.76
Rewari,1902,2748.74
Gurgaon,1902,3025.12
Faridabad,1902,3098.15
Delhi,1902,2831.14
Ganganagar,1902,1589.27
Hanumangarh,1902,1787.67
Bikaner,1902,1390.01
Churu,1902,1787.82
Jhunjhunun,1902,2167.37
Alwar,1902,2891.28
Bharatpur,1902,3219.71
Dhaulpur,1902,3661.15
Karauli,1902,3363.54
Sawai Madhopur,1902,3072.63
Dausa,1902,2827.29
Jaipur,1902,2571.93
Sikar,1902,2165.1
Nagaur,1902,1797.79
Jodhpur,1902,1449.64
Jaisalmer,1902,1136.78
Barmer,1902,1349.62
Jalor,1902,1495.95
Sirohi,1902,1952.08
Pali,1902,2084.04
Ajmer,1902,2534.21
Tonk,1902,2901.71
Bundi,1902,3135.86
Bhilwara,1902,2908.41
Rajsamand,1902,2941.18
Udaipur,1902,2946.4
Dungarpur,1902,3247.24
Banswara,1902,3507.47
Chittaurgarh,1902,3227.05
Kota,1902,3356.25
Baran,1902,3662.82
Jhalawar,1902,3685.38
Saharanpur,1902,2691.07
Muzaffarnagar,1902,2853.96
Bijnor,1902,3179.98
Moradabad,1902,3236.46
Rampur,1902,3258.8
Jyotiba Phule Nagar,1902,3215.24
Meerut,1902,3090.98
Baghpat,1902,2728.42
Ghaziabad,1902,3083.5
Gautam Buddha Nagar,1902,3110.78
Bulandshahr,1902,3172.64
Aligarh,1902,3176.19
Hathras,1902,3198.62
Mathura,1902,3177
Agra,1902,3534.32
Firozabad,1902,3445.18
Etah,1902,3432.31
Mainpuri,1902,3373.56
Badaun,1902,3456.66
Bareilly,1902,3492.21
Pilibhit,1902,3756.56
Shahjahanpur,1902,3652.87
Lakhimpur Kheri,1902,3987.47
Sitapur,1902,3999.5
Hardoi,1902,3636.02
Unnao,1902,3651.88
Lucknow,1902,3916.86
Rae Bareli,1902,4163.64
Farrukhabad,1902,3437.3
Kannauj,1902,3376.46
Etawah,1902,3564.96
Auraiya,1902,3500.64
Kanpur Dehat,1902,3696.35
Kanpur,1902,3682.46
Jalaun,1902,4077.68
Jhansi,1902,4327.45
Lalitpur,1902,4220.89
Hamirpur,1902,4324.36
Mahoba,1902,4525.05
Banda,1902,4667.32
Chitrakoot,1902,4932.9
Fatehpur,1902,4250.93
Pratapgarh,1902,4408.53
Kaushambi,1902,4636.22
Allahabad,1902,4687.77
Bara Banki,1902,4158.98
Faizabad,1902,4027.71
Ambedkar Nagar,1902,4202.78
Sultanpur,1902,4204.91
Bahraich,1902,4320.25
Shravasti,1902,4383.04
Balrampur,1902,4380.39
Gonda,1902,4210.08
Siddharth Nagar,1902,4384.45
Basti,1902,3990.56
Sant Kabir Nagar,1902,4175.76
Maharajganj,1902,4378.83
Gorakhpur,1902,4259.9
Kushinagar,1902,4152.93
Deoria,1902,4173.09
Azamgarh,1902,4457.21
Mau,1902,4396.52
Ballia,1902,4267.03
Jaunpur,1902,4509.78
Ghazipur,1902,4509.09
Chandauli,1902,4864.6
Varanasi,1902,4824.63
Sant Ravi Das Nagar,1902,4795.43
Mirzapur,1902,4982.85
Sonbhadra,1902,5272.99
Pashchim Champaran,1902,4228.89
Purba Champaran,1902,4202.58
Sheohar,1902,4469.01
Sitamarhi,1902,4455.33
Madhubani,1902,4571.24
Supaul,1902,4512.45
Araria,1902,5024.99
Kishanganj,1902,5995.58
Purnia,1902,5365.86
Katihar,1902,5749.87
Madhepura,1902,4640.3
Saharsa,1902,4558.47
Darbhanga,1902,4569.35
Muzaffarpur,1902,4575.31
Gopalganj,1902,4093.2
Siwan,1902,4090.88
Saran,1902,4488.93
Vaishali,1902,4780.53
Samastipur,1902,4753.2
Begusarai,1902,4868.04
Khagaria,1902,4715.45
Bhagalpur,1902,5256.13
Banka,1902,5771.92
Munger,1902,5024.67
Lakhisarai,1902,5065.98
Sheikhpura,1902,5054.09
Nalanda,1902,4984.12
Patna,1902,4836.34
Bhojpur,1902,4575.54
Buxar,1902,4480.66
Bhabua,1902,4786.25
Rohtas,1902,4715.76
Jehanabad,1902,4802.84
Aurangabad,1902,4743.8
Gaya,1902,5043.7
Nawada,1902,5216.12
Jamui,1902,5516.21
North Sikkim,1902,9606.89
West Sikkim,1902,7732.01
South Sikkim,1902,7561.44
East,1902,8166.47
Tawang,1902,8691.9
West Kameng,1902,8038.9
East Kameng,1902,8123.34
Lower Subansiri,1902,8736.27
Upper Subansiri,1902,9395.09
West Siang,1902,10497.65
East Siang,1902,11705
Upper Dibang Valley,1902,11620.28
Lohit,1902,11190.85
Changlang,1902,11331.23
Tirap,1902,10572.01
Mon,1902,9437.45
Tuensang,1902,9631.51
Mokokchung,1902,8658.76
Zunheboto,1902,9108.79
Wokha,1902,8270.09
Kohima,1902,9961.7
Phek,1902,9582.35
Senapati,1902,10109
Tamenglong,1902,11195.93
Churachandpur,1902,10130.43
Bishnupur,1902,10296.73
Thoubal,1902,10191.13
West Imphal,1902,11458
East Imphal,1902,10237.46
Ukhrul,1902,9768.94
Chandel,1902,10442.01
Mamit,1902,10061.43
Kolasib,1902,10493.16
Aizawl,1902,10205.18
Champhai,1902,10172.93
Lunglei,1902,10478.01
Lawngtlai,1902,11233.02
Saiha,1902,11389.55
West Tripura,1902,9317.77
South Tripura,1902,9528.32
Dhalai,1902,9561.57
North Tripura,1902,10012.25
West Garo Hills,1902,8178.66
East Garo Hills,1902,8782.75
West Khasi Hills,1902,9776.21
East Khasi Hills,1902,10870.39
Jaintia Hills,1902,11296.51
Kokrajhar,1902,8987.75
Dhuburi,1902,8280.51
Goalpara,1902,8811.9
Barpeta,1902,9132.47
Kamrup,1902,10116.22
Nalbari,1902,9290.47
Darrang,1902,9188.09
Nagaon,1902,9931.25
Sonitpur,1902,7420.22
Lakhimpur,1902,8766.83
Dhemaji,1902,10548.6
Tinsukia,1902,10886.47
Dibrugarh,1902,10168.46
Sibsagar,1902,9311.19
Jorhat,1902,8185.33
Golaghat,1902,7808.06
Karbi Anglong,1902,9427.55
North Cachar Hills,1902,11918.31
Cachar,1902,11359.26
Karimganj,1902,10577.27
Hailakandi,1902,10880.12
Darjiling,1902,7344.91
Jalpaiguri,1902,8190.17
Kochbihar,1902,7845.34
Uttar Dinajpur,1902,6411.87
Dakshin Dinajpur,1902,6601.66
Maldah,1902,6412.07
Murshidabad,1902,6634.63
Birbhum,1902,6635.88
Barddhaman,1902,6784.52
Nadia,1902,6789.21
North 24 Parganas,1902,6771.95
Hugli,1902,6941.98
Bankura,1902,6971
Puruliya,1902,6470.88
East Midnapore,1902,7087.35
Haora,1902,6752.96
Kolkata,1902,6762.12
South 24 Parganas,1902,5374.32
Garhwa,1902,5153.83
Palamu,1902,5512.01
Chatra,1902,5500.58
Hazaribag,1902,5988.65
Koderma,1902,5537.15
Giridih,1902,5818.37
Deoghar,1902,6324.63
Godda,1902,5835.73
Sahibganj,1902,6229.38
Pakur,1902,6400.23
Dumka,1902,6458.88
Dhanbad,1902,6516.16
Bokaro,1902,6348.22
Ranchi,1902,6072.75
Lohardaga,1902,5955.22
Gumla,1902,5811.66
Pashchim Singhbhum,1902,6157.93
Purba Singhbhum,1902,6681.25
Baragarh,1902,5484.83
Jharsuguda,1902,5467.23
Sambalpur,1902,5596.02
Deogarh,1902,5677.77
Sundargarh,1902,5691.08
Keonjhar,1902,5985.57
Mayurbhanj,1902,6675.6
Baleshwar,1902,6774.62
Bhadrak,1902,6571.06
Kendrapara,1902,6492.81
Jagatsinghpur,1902,5865.97
Cuttack,1902,5692.3
Jajpur,1902,6375.55
Dhenkanal,1902,5741.45
Angul,1902,5850.92
Nayagarh,1902,5594.97
Khordha,1902,5463.6
Puri,1902,5123.28
Ganjam,1902,5603.5
Gajapati,1902,5119.06
Kandhamal,1902,5752.91
Boudh,1902,5701.38
Sonepur,1902,5488.2
Bolangir,1902,5614.9
Nuapada,1902,5954.29
Kalahandi,1902,6132.97
Rayagada,1902,6038.6
Nabarangpur,1902,6583.42
Koraput,1902,6317.37
Malkangiri,1902,5954.05
Koriya,1902,5686.06
Surguja,1902,5344.42
Jashpur,1902,5424.66
Raigarh,1902,5209.53
Korba,1902,5131.14
Janjgir-Champa,1902,5157.34
Bilaspur,1902,3099.86
Kawardha,1902,5123.77
Raj Nandgaon,1902,5066.68
Durg,1902,4986.84
Raipur,1902,5287.19
Mahasamund,1902,5277.92
Dhamtari,1902,5654.24
Kanker,1902,5654.43
Bastar,1902,6163.23
Dantewada,1902,5588.77
Sheopur,1902,3552.93
Morena,1902,3855.81
Bhind,1902,4024.95
Gwalior,1902,4217.02
Datia,1902,4254.34
Shivpuri,1902,4290.33
Guna,1902,4224.53
Tikamgarh,1902,4361.93
Chhatarpur,1902,4605.57
Panna,1902,4811.76
Sagar,1902,4354.79
Damoh,1902,4646.76
Satna,1902,5066.06
Rewa,1902,5005.98
Umaria,1902,5311.4
Shahdol,1902,5553.89
Sidhi,1902,5393.09
Neemuch,1902,3237.22
Mandsaur,1902,3533.15
Ratlam,1902,3819.38
Ujjain,1902,4095.88
Shajapur,1902,4104.09
Dewas,1902,4060.39
Jhabua,1902,4205.81
Dhar,1902,4283.14
Indore,1902,3957.02
West Nimar,1902,4002.72
Barwani,1902,4061.25
East Nimar,1902,4111
Rajgarh,1902,3953.1
